Sample Well ID,Sample Concentration,Sample Calculated Weight,Sample Calculated Weight Normalised,Sample Calculated Volume In Pool
G12,45.173,2.771279304009032,0.005203581334585374,1.561074400375612
K05,45.256,2.7661967473926112,0.005194037909387155,1.5582113728161466
C08,45.912,2.7266727652901204,0.005119824438648395,1.5359473315945185
M05,46.225,2.708209843158464,0.0050851569416381845,1.5255470824914554
C10,47.323,2.6453732857173047,0.004967169867236335,1.4901509601709007
K08,47.357,2.643474037629073,0.0049636036832406,1.48908110497218
O11,47.608999999999995,2.629481820664161,0.004937330748959758,1.4811992246879275
O07,47.806999999999995,2.6185914196665765,0.004916882038764723,1.475064611629417
E18,48.078,2.6038312741794583,0.004889167178901474,1.4667501536704421
A08,49.14,2.547557997557998,0.00478350385891789,1.4350511576753668
C18,49.293,2.539650660337168,0.004768656393955026,1.430596918186508
C05,50.391999999999996,2.4842633751389114,0.004664656684140838,1.3993970052422515
C04,51.59,2.426574917619694,0.004556336104423825,1.3669008313271473
M01,52.205,2.3979886984005367,0.004502660274441627,1.350798082332488
I23,52.327,2.3923978061039235,0.004492162356474193,1.347648706942258
K23,52.346000000000004,2.391529438734574,0.004490531838673921,1.3471595516021764
O13,53.383,2.345072401326265,0.004403300294611114,1.320990088383334
C20,53.603,2.3354476428558106,0.004385228058638977,1.315568417591693
K19,54.32899999999999,2.304238988385577,0.004326628129124871,1.2979884387374614
O19,54.952,2.2781154462076,0.0042775764235555595,1.2832729270666678
K09,54.993,2.2764169985270852,0.004274387278875949,1.2823161836627848
E22,54.997,2.2762514318962856,0.004274076397389405,1.2822229192168215
M23,55.327,2.2626746434832907,0.004248583505833049,1.2745750517499148
I15,55.873999999999995,2.240523320327881,0.00420699036452062,1.2620971093561861
O15,56.52,2.214915074309979,0.004158906221288484,1.2476718663865451
K17,56.522,2.214836700753689,0.004158759060670625,1.2476277182011877
K07,58.215,2.1504251481576913,0.004037814646177533,1.21134439385326
E14,58.268,2.1484691425825497,0.004034141889668859,1.2102425669006578
K03,59.104,2.118079994585815,0.003977080732729173,1.193124219818752
I21,59.651,2.0986571893178656,0.0039406108804081255,1.1821832641224377
O09,60.144,2.081454509177973,0.003908309717132633,1.17249291513979
K02,60.226000000000006,2.0786205293394877,0.003902988404131522,1.1708965212394566
A10,60.716,2.0618453126029386,0.003871489881204709,1.1614469643614127
K21,60.885,2.0561221975856125,0.0038607436910113348,1.1582231073034004
M03,60.94,2.054266491631113,0.0038572592652974256,1.1571777795892277
K15,61.119,2.0482501349825752,0.0038459624605642288,1.1537887381692686
I06,61.247,2.043969500546966,0.0038379247902301356,1.1513774370690406
K18,61.423,2.0381127590641945,0.003826927692024569,1.1480783076073706
M11,61.946999999999996,2.0208726814857867,0.003794556308251007,1.138366892475302
E20,62.619,1.9991855507114455,0.003753834772628517,1.1261504317885551
M19,62.996,1.987221410883231,0.003731369922331975,1.1194109766995926
C09,63.278,1.9783653086380735,0.0037147409783372595,1.1144222935011778
A12,63.588,1.9687205133043972,0.00369663111950722,1.1089893358521659
C07,64.313,1.946527140702502,0.0036549590227049756,1.0964877068114927
I19,64.535,1.9398310994034247,0.0036423859863209903,1.0927157958962972
M09,64.743,1.9335989991195963,0.003630684083641863,1.0892052250925588
E10,65.855,1.9009490547414776,0.003569377869975326,1.0708133609925978
K13,66.186,1.8914422989756141,0.003551527205560467,1.0654581616681402
E08,66.84899999999999,1.8726832114167755,0.0035163036040512965,1.0548910812153889
M13,67.066,1.866623922703009,0.003504926186550936,1.0514778559652809
E17,68.03,1.8401734528884317,0.0034552606148350005,1.0365781844505002
M15,69.528,1.8005264066275457,0.0033808160687381354,1.0142448206214407
K11,69.661,1.7970887584157564,0.0033743612584835863,1.0123083775450759
M17,70.35600000000001,1.779336517141395,0.0033410281941444234,1.002308458243327
G06,70.86,1.766680779000847,0.0033172647421284944,0.9951794226385483
I17,72.05199999999999,1.737453505801366,0.0032623852166105746,0.9787155649831724
E19,72.12100000000001,1.7357912397221336,0.0032592640094733167,0.977779202841995
E12,72.176,1.7344685213921527,0.0032567803650413586,0.9770341095124075
M07,73.193,1.7103684778599049,0.0032115281465061566,0.963458443951847
G07,73.513,1.7029232924788813,0.0031975484557455833,0.959264536723675
G05,73.751,1.6974278314870308,0.0031872297274236974,0.9561689182271093
G09,73.866,1.694785151490537,0.003182267614697223,0.954680284409167
E06,73.92399999999999,1.693455440722905,0.003179770840690779,0.9539312522072336
C11,73.967,1.6924709667824842,0.0031779223116690566,0.953376693500717
C03,76.3,1.6407208387942336,0.0030807520265691366,0.9242256079707409
A11,77.548,1.6143162944240987,0.0030311726882347075,0.9093518064704122
K04,78.111,1.6026808003994317,0.003009324930255983,0.902797479076795
A21,78.357,1.5976492208736937,0.002999877223824612,0.8999631671473836
I13,78.74600000000001,1.5897569400350493,0.002985058029959935,0.8955174089879806
K01,79.351,1.5776360726392864,0.002962298895127032,0.8886896685381096
A17,79.431,1.576047135249462,0.0029593153759517707,0.8877946127855312
E04,80.46600000000001,1.555775109984341,0.00292125095850701,0.876375287552103
E02,80.825,1.5488648314259204,0.0029082756526721326,0.8724826958016397
C21,81.501,1.5360179629697797,0.002884153318698238,0.8652459956094714
A19,83.17200000000001,1.505157985860626,0.0028262080943974545,0.8478624283192363
G23,83.93799999999999,1.4914222402249282,0.0028004167317213315,0.8401250195163995
I05,84.69200000000001,1.4781443347659755,0.0027754850473152726,0.8326455141945818
C01,84.895,1.4746098121208553,0.0027688483376786042,0.8306545013035813
A05,86.319,1.450283251659542,0.0027231707923774037,0.8169512377132211
C23,87.59299999999999,1.4291895471099292,0.0026835635225100764,0.8050690567530229
G01,88.16,1.4199977313974594,0.002666304215372336,0.7998912646117008
A09,88.654,1.4120851851016312,0.0026514469694229824,0.7954340908268948
A13,88.835,1.409208082399955,0.002646044685396804,0.7938134056190412
I07,90.564,1.3823042268451042,0.0025955277994260976,0.7786583398278293
G13,90.912,1.3770129355860612,0.0025855924369414937,0.7756777310824481
A15,92.175,1.358144833197722,0.0025501641402465433,0.765049242073963
A03,93.185,1.343424370875141,0.002522523792748029,0.7567571378244088
A07,94.446,1.3254875802045616,0.0024888442033249173,0.7466532609974752
E01,96.667,1.2950334654018436,0.002431661059381434,0.7294983178144302
G03,97.654,1.2819444159993447,0.0024070839865978364,0.7221251959793509
G15,97.762,1.2805282215993945,0.0024044248238295563,0.7213274471488669
G17,97.889,1.2788668798332807,0.0024013053522584263,0.7203916056775279
C19,97.915,1.2785272940816015,0.002400667718196651,0.7202003154589953
E05,97.954,1.2780182534659128,0.002399711901782726,0.7199135705348177
E03,99.066,1.263672703046454,0.0023727755196255537,0.7118326558876661
I09,99.125,1.2629205548549811,0.002371363224486508,0.7114089673459524
I03,99.361,1.259920894515957,0.0023657308161876903,0.7097192448563071
C13,99.443,1.2588819725873115,0.0023637800511571968,0.709134015347159
G11,99.84100000000001,1.2538636431926764,0.0023543572242588225,0.7063071672776468
G21,100.175,1.2496830546543551,0.0023465074083077126,0.7039522224923138
E21,101.068,1.2386413108006493,0.0023257745243521703,0.6977323573056511
E15,101.26,1.2362927118309304,0.002321364602283479,0.6964093806850437
C15,103.00399999999999,1.2153605685216111,0.002282060693052941,0.6846182079158822
C17,104.883,1.193587139955951,0.002241177117618919,0.6723531352856756
G19,105.85600000000001,1.1826160066505442,0.0022205768178206724,0.6661730453462017
I01,107.135,1.1684976898305877,0.0021940671081086957,0.6582201324326087
E09,113.125,1.106625414364641,0.002077890648638454,0.6233671945915362
E13,115.94200000000001,1.0797381449345362,0.002027404906136043,0.6082214718408129
E07,119.12299999999999,1.050905366721792,0.0019732661167635563,0.5919798350290669
E11,122.77799999999999,1.019620778966916,0.0019145236086857997,0.5743570826057399
K10,124.49600000000001,1.0055503791286466,0.0018881038718290151,0.5664311615487045
E23,125.18700000000001,1.0,0.0018776820247088362,0.5633046074126509
